Can you deliver my card to different address?,Of course! Our Customer Experience (CX) team is here to assist you. Simply click the button below to raise a ticket.,
क्या आप मेरा कार्ड अलग पते पर डिलीवर कर सकते हैं?,बिल्कुल! टिकट खोलने के लिए नीचे दिए गए बटन पर क्लिक करें और हमारे CX सहयोगी आपकी जरूर मदद करेंगे।,Can you deliver my card to a different address?
How can I activate RuPay Credit Card?,RuPay floater card is available for only eligible customers.\n\nEligible users will be able to see the option on home page of OneCard app under explore section.,
"How can I change PIN, enable/ disable contactless payment, and other card control features?","The \""Controls\"" feature offers a variety of transaction and card controls, giving you more power and flexibility!\n\nYou can access the Controls feature right from the My OneCard page in the app. ",
"मैं पिन कैसे बदल सकती / ता हूँ, कॉन्टैक्टलेस पेमेंट को इनेबल/डिसएबल कर सकती / ता हूँ, और अन्य कार्ड नियंत्रण सुविधाएँ प्राप्त कर सकती / ता हूँ?",ऐप के 'My OneCard' पेज पर 'Controls' सेक्शन तक पहुंचें। यह विभिन्न transactions और कार्ड कंट्रोल्स प्रदान करता है।,
How can I close my OneCard?,Please click the button below to raise a ticket for closing your One Credit Card. \n\nKindly note that closure is subject to the payment of all outstanding dues. ,
मैं अपना वनकार्ड कैसे बंद कर सकती / ता हूं?,"अपने OneCard को बंद करने के लिए, नीचे दिए गए बटन पर क्लिक करें और टिकट खोले।\nNote: अकाउंट क्लोजर सभी आउटस्टैंडिंग अमाउंट के पेमेंट पर निर्भर है|",
How can I enable over limit transactions?,Over limit transactions can be enabled from the advanced controls section of the app.,
मैं ओवर लिमिट ट्रांज़ेकशन्स कैसे इनेबल कर सकती / ता हूं?,"नीचे दिए गए लिंक पर क्लिक :\nhttps://1cardapp.page.link/cc\n\n1. जब आप लिंक पर क्लिक करेंगे, तो यह आपको 'My Controls' टैब पर ले जाएगा।\n2. नीचे स्क्रॉल करें और 'Advanced Controls' चुनें |\n3. नीचे स्क्रॉल करें और 'Overlimit Spends' इनेबल करें |\n\nनोट - ओवरलिमिट चार्ज ओवरलिमिट अमाउंट का 2.5% है, जिसमें कम से कम रु. 400 है। कृपया ओवरलिमिट चार्ज से बचने के लिए अपने खर्चों पर निगरानी रखे।",
How do I activate my RuPay floater card?,"You can activate your RuPay Floater card with the following steps:\n\nStep 1: Open the OneCard app on your phone.\nStep 2: Check the ‘Explore’ section on the home screen and click on “Activate RuPay Card.”\nStep 3: Click on “Get Started” and then on “Activate Now.\""\nStep 4: Agree to the terms and conditions and grant the necessary permissions.\nThat’s it! Your RuPay card will be activated.\n\nYou can also start your activation process by checking the explore section on the link below. \n\nhttps://1cardapp.page.link/open \n",
मैं अपना RuPay फ्लोटर कार्ड कैसे एक्टिवेट करूं?,"आप निम्नलिखित स्टेप से अपने RuPay फ्लोटर कार्ड को एक्टिवेट कर सकते हैं:\n\nस्टेप 1: अपने फोन पर OneCard ऐप खोलें।\nस्टेप 2: होम स्क्रीन पर ‘Explore’ सेक्शन पर क्लिक करके \""Activate RuPay Card\"" पर क्लिक करें।\nस्टेप 3: \""Get Started\"" पर क्लिक करके \""Activate Now\"" पर क्लिक करें।\nस्टेप 4: नियम और शर्तों को स्वीकार करें।\n\nआपका RuPay कार्ड एक्टिवेट हो जाएगा।\nआप नीचे दिए गए लिंक पर ‘Explore’ सेक्शन पर क्लिक करके भी अपनी एक्टिवेशन प्रोसेस शुरू कर सकते हैं\nhttps://1cardapp.page.link/open \n",
How many reward points will I get on my floater RuPay card & UPI purchase?,You will not get any rewards points on purchases done with your floater RuPay Credit Card or UPI spends done with this card.,
I have lost the QR code for activating the card,"Don't worry at all! Our CX associates are ready to assist you. Just click the button below to start a chat with us, and we'll take care of everything!",
कार्ड को सक्रिय करने वाला क्यूआर कोड मिल नहीं रहा है।,निश्चिंत रहें! हमारे CX सहयोगी यहाँ हैं आपकी मदद करने के लिए। हमसे चैट करने के लिए नीचे दिए गए बटन पर क्लिक करें।,
I'm unable to receive money in my RuPay Credit Card using UPI,"You will not be able to receive money in your RuPay Credit Card using UPI.\n\nSimilarly, you can only use your Rupay credit card for payments to merchants or bills & recharges. You cannot use it to send money to family members or friends.",
Is paying to friend's account available on RuPay Credit Card?,"You can only use your Rupay credit card for payments to merchants or bills & recharges. You cannot use it to send money to family members or friends.\n\nSimilarly, you will not be able to receive money in your RuPay Credit Card using UPI.",
I want to reopen my account,"Regrettably, an account cannot be reopened once it is closed.",
मैं अपना खाता फिर से खोलना चाहता/चाहती हूँ।,"दुर्भाग्य से, एक खाता बंद हो जाने के बाद इसे फिर से खोला नहीं जा सकता।",
My card got returned,"If your card has been returned, you can reinitiate the delivery by clicking the option below.\n\nNote: The card will be temporarily blocked for security purposes, until it safely reaches you. ",
मेरा कार्ड वापस रिटर्न हो गया।,"आपका कार्ड वापस भेज दिया गया है। डिलीवरी को दोबारा शुरू करने के लिए नीचे दिए गए ऑप्शन पर क्लिक करें।\n\nसुरक्षा कारणों के लिए, कार्ड ब्लॉक किया गया है जब तक यह आपके पास नहीं पहुंचता। ",
My card is not dispatched for more than 5 days,"Let our Customer Experience (CX) team help with delivering your OneCard! \n\nSimply click the button below to raise a ticket, and we'll ensure a smooth delivery experience for you! ",
मेरे कार्ड की डिलीवरी 5 दिनों से अधिक समय से रुकी हुई है।,निश्चिंत रहे! हमारे CX सहयोगियों आपका OneCard डिलीवर करने में जरूर मदद करेंगे |\n\nटिकट खोलने के लिए नीचे दिए गए बटन पर क्लिक करें। ,
My OneCard is lost/stolen. What should I do?,"Please take immediate action to lock your card using the app by following these steps:\n\n1. Go to the \""My Controls\"" section in your OneCard app.\n2. Click on OneCard Status, and choose \""Card is misplaced\""\n3. Confirm and select 'Yes' to deactivate.\n\n\nNote: Kindly file a complaint with the cybercrime department for security measures. ",
मेरा वनकार्ड गुम/चोरी हो गया है। मुझे क्या करना चाहिए?,"कृपया एप्लीकेशन के माध्यम से अपने कार्ड को तुरंत लॉक करें।\n 'My Controls' सेक्शन में जाएं, 'OneCard Status' पर क्लिक करें, 'Misplaced' चुनें, और 'Yes' को सिलेक्ट करके डीएक्टिवेट करें।\n\nनोट: संबंधित transaction के लिए साइबरक्राइम विभाग में शिकायत दर्ज करें। ",
What are the benefits of a RuPay floater card?,"As of now, you can only use your RuPay One Credit Card for online payments, just as you would use any other card.\nWe will soon go live on UPI, after which you will be able to use your virtual RuPay One Credit Card to make payments on all UPI apps.",
RuPay फ्लोटर कार्ड के क्या लाभ हैं?,"आप अपने RuPay One Credit Card का उपयोग केवल ऑनलाइन भुगतान के लिए कर सकते हैं, जैसे आप किसी अन्य कार्ड का उपयोग करते हैं।\nहम जल्द ही UPI पर लाइव होंगे, जिसके बाद आप सभी UPI ऐप्स पर भुगतान करने के लिए अपने वर्चुअल RuPay One Credit Card का उपयोग कर सकेंगे।",
What are the OneCard reissuing charges?,Hey! Charges for One Credit Card reissuance is listed below:\n\nPlastic Card:\nFirst replacement: Free\n2nd replacement onwards: ₹145 + GST\n\nMetal Card:\nReissuance fee: ₹3000 + GST. ,
वनकार्ड को पुनः जारी करने के क्या चार्जेस हैं?,OneCard को रीइशू करने के लिए चार्जेस नीचे दिए गए हैं|\n\nप्लास्टिक कार्ड:\nपहला रीइशू चार्ज : मुफ्त\nदूसरा और उसके बाद का रीइशू चार्ज : ₹145 + जीएसटी\n\nमेटल कार्ड:\nरीइशू चार्ज: ₹3000 + जीएसटी ,
What are the Reissuance charges for OneCard,"Plastic Card: First replacement of a plastic OneCard is free, 2nd replacement a fee of Rs 145 + GST and 3rd 500+ GST will be charged.\n\nMetal Card: The card re-issuance fee for metal card is Rs 3000 + GST. \n*Metal card is available only if your FD amount is greater than Rs. 50,000.",
What happens if over limit control is disabled on my OneCard?,"If the over-limit control is disabled, transactions above the available credit limit will be declined. However, if the account exceeds the limit due to charges or interest, an over-limit fee will be charged. ",
"अगर मेरे OneCard पर ओवर लिमिट कंट्रोल अक्षम हो जाता है, तो क्या होता है?","अगर ओवर-लिमिट कंट्रोल डिसेबल है, तो उपलब्ध क्रेडिट लिमिट से अधिक transaction को डिकलाइन कर दिया जाएगा। \n\nहालांकि, यदि खाता; चार्ज या इंटरेस्ट के कारण सीमा को पार कर देता है, तो ओवर-लिमिट चार्ज लिया जाएगा। ",
What if I don't use my OneCard?,"Kindly note that your One Credit Card will be closed if not used for more than a year. So, keep transacting and exploring the perks of OneCard! ",
अगर मैं अपने वनकार्ड का उपयोग नहीं करती / ता तो क्या होगा?,आपका OneCard एक साल से ज्यादा इस्तमाल नहीं करने पर बंद कर दिया जाएगा। अपने OneCard के साथ transaction करे और लाभ का आनंद लेते रहें। ,
What is Credit Card on UPI?,You can use your RuPay Credit Card to make UPI payments on OneCard. All you need to do is activate your RuPay Credit Card and UPI and set a UPI PIN to make secure payments.,
What is RuPay floater card?,RuPay floater card is a virtual card provided to eligible customers in addition to primary card.\n\nCard can be used for paying online & for paying via UPI on merchants QR,
What is the eligibility criteria for a RuPay floater card?,"RuPay cards are live for some issuer banks. The launch is being conducted in phases to ensure a seamless experience for all our customers.\n\nRest assured, it will be rolled out for you very soon. When it’s ready, we will send you a notification through the OneCard app.",
Rupay फ्लोटर कार्ड कैसे प्राप्त करें?,फ़िलहाल RuPay कार्ड कुछ इशूअर (issuer) बैंकों के लिए शुरू किया गया है|\nजल्दी ही ये सुविधा हमारे बाकी ग्राहकों के लिए भी शुरू हो जायेगी और आपको सुचित कर दिया जायेगा |\n,
When will I get credit limit increase on my OneCard?,"Your One Credit Card's limit is based on your credit score, financial history, and our internal policies. Keep using your OneCard responsibly and making timely repayments. \n\nOnce you qualify for an increase, we'll notify you via SMS or email, and you'll find the option to increase your limit in the profile section. \n\nKeep up your excellent financial habits! ",
मेरे वनकार्ड पर क्रेडिट लिमिट वृद्धि कब होगी?,"आपकी One Card क्रेडिट सीमा आपके क्रेडिट स्कोर, फाइनेंशियल हिस्टरी, और इंटरनल पॉलिसी की जाँच के बाद निर्धारित होती है। \n\nTransaction जारी रखें और समय पर पेमेंट करें। जब आप क्रेडिट लिमिट बढ़ाने के लिए एलिजिबिल हो जाएंगे तो हम आपको SMS द्वार बता देंगे |\n\nप्रोफ़ाइल सेक्शन में जाकर किसी भी उपलब्ध सीमा बढ़ाने के ऑफर के लिए जाँच करें।\n\nअपनी बेहतर फाइनेंशियल आदतों को बनाए रखें! ",
Where can I find the QR code to activate the card?,Your One Credit Card Delivery Kit contains the QR Code you need to activate your card. Simply scan it and get ready to start using your new card!,
कार्ड को एक्टिवेट करने के लिए क्यूआर कोड कहां मिलेगा?,आपके OneCard डिलीवरी किट में QR कोड होता है। इसे स्कैन करें और अपने कार्ड को एक्टिवेट करें। ,
Where can I use my RuPay floater card?,"As of now, you can only use your RuPay One Credit Card for online payments, just as you would use any other card.\nWe will soon go live on UPI, after which you will be able to use your virtual RuPay One Credit Card to make payments on all UPI apps.",
मैं अपने RuPay फ्लोटर कार्ड का उपयोग कहां कर सकता/ सकती हूं?,"आप अपने RuPay One Credit Card का उपयोग केवल ऑनलाइन भुगतान के लिए कर सकते हैं, जैसे आप किसी अन्य कार्ड का उपयोग करते हैं।\nहम जल्द ही UPI पर लाइव होंगे, जिसके बाद आप सभी UPI ऐप्स पर भुगतान करने के लिए अपने वर्चुअल RuPay One Credit Card का उपयोग कर सकेंगे।",
"Why am I not able to use the RuPay card on Google Pay, PhonePe, or any other UPI App?","As of now, you can only use your RuPay One Credit Card for online payments, just as you would use any other card.\nWe will soon go live on UPI, after which you will be able to use your virtual RuPay One Credit Card to make payments on all UPI apps.",
"मैं Google Pay, PhonePe, या किसी अन्य UPI ऐप पर RuPay कार्ड का उपयोग क्यों नहीं कर पा रहा/ रही हूँ?","आप अपने RuPay One Credit Card का उपयोग केवल ऑनलाइन भुगतान के लिए कर सकते हैं, जैसे आप किसी अन्य कार्ड का उपयोग करते हैं।\nहम जल्द ही UPI पर लाइव होंगे, जिसके बाद आप सभी UPI ऐप्स पर भुगतान करने के लिए अपने वर्चुअल RuPay One Credit Card का उपयोग कर सकेंगे।",
Why is my AWB number not working on delivery partner's website?,"Your AWB number activates when your order is dispatched. It stays inactive until then and won't work on third-party websites.\n\nIf your AWB number doesn't work for over 48 hours after the card is dispatched, click below to raise a ticket. ",
मेरा ऐडब्ल्युबी नंबर डिलीवरी पार्टनर की वेबसाइट पर काम क्यों नहीं कर रहा है?,"आपका AWB नंबर ऑर्डर डिस्पैच होने पर \nएक्टिवेट होता है और तब तक थर्ड पार्टी वेबसाइट्स पर काम नहीं करेगा। \n\nयदि यह 48 घंटे से अधिक समय के लिए इन-एक्टिव है, तो कृपया नीचे दिए गए बटन पर क्लिक करें और टिकट खोलें। ",
Will my UPI work if I get my RuPay card re-issued or I change my SIM?,"In case of a change in RuPay card or SIM, you need to re-register and create a new UPI ID with the new card details.",
Can I repay my EMIs using reward points?,"Yes! Swipe right on eligible EMI payments in the transactions list to redeem your reward points against your current EMI. Alternatively, you can also redeem rewards against an EMI payment from the reward redemption screen. \n\nEnjoy the perks! 💳🔄🎁",
क्या मैं रिवॉर्ड पॉइंट्स का उपयोग करके अपनी ईएमआई चुका सकती / ता हूँ?,"हां, आप अपने रिवॉर्ड प्वॉइंट्स को अपनी मौजूदा EMI के बदले में रिडीम कर सकते हैं | \nइसके लिए transaction लिस्ट में दिख रहे एलिजिबल EMI पेमेंट पर राइट स्वाइप कर सकते हैं।\n\nइसके अलावा, आप रिवॉर्ड रिडेंप्शन स्क्रीन से EMI पेमेंट के लिए रिवॉर्ड रिडेम कर सकते हैं।\n\nसुविधाओं का आनंद लें।",
How many EMIs can I have at a time?,"When you convert transactions within the OneCard app or at a merchant, there's no upper cap on the number of transactions that you can convert. \n\nJust keep in mind that you can have only one ongoing Balance EMI at a time. \n\nSo, enjoy the flexibility of managing your expenses with ease! ",
मैं एक समय पर कितनी ईएमआई करवा सकती / ता हूं?,"यदि आप अपने transaction को OneCard ऐप के अंदर या मर्चेंट के पास कनवर्ट करते हैं, तो कोई सीमा नहीं है। \n\nहालांकि, आप केवल एक बैलेंस ईएमआई रख सकते हैं।\n\nEMI सुविधाओं का आनंद लें।",
How to avail EMI at the merchant?,"It's easy! Simply head to the Offers tab in your EMI dashboard to find a list of merchants offering EMI. \n\nWhen making eligible purchases at the point of sale (POS) machine, you'll see EMI options during checkout. Choose your preferred plan, and it's done!\n\nYour purchase will be converted to EMI within 8 working days.\n\nIt's that easy to unlock the flexibility and convenience of EMI with One Credit Card!",
मर्चेंट के यहां ईएमआई कैसे प्राप्त करें?,"OneCard पर EMI ऑप्शन देने वाले मर्चेन्ट्स की लिस्ट EMI Dashboard के ऑफर्स टैब में मिलेगी। \n\nएलिजिबिल खरीदारियों में चेकआउट के दौरान POS मशीन पर EMI ऑप्शन देखी जा सकती है |\n\nअपनी पसंदीदा योजना को सेलेक्ट करें, और transaction 8 working days के अंदर EMI में कनवर्ट हो जाएगी।\n\nEMI सुविधाओं का आनंद लें।",
How to convert a transaction to emi?,"That's easy! All the eligible transactions have a convert option available once you select the transaction. Alternatively, my EMI section in my OneCard page also lists down all the eligible transactions.Click on convert, choose a suitable tenure and confirm to convert to EMI.",
ट्रांज़ेकशन को ईएमआई में कैसे बदलें?,"ये आसान है! ट्रांज़ेकशन का चयन करने के बाद सभी एलिजिबिल ट्रांज़ेकशन्स में एक कन्वर्ट विकल्प उपलब्ध होता है। वैकल्पिक रूप से, मेरे वनकार्ड पेज में मेरे ईएमआई सेक्शन में सभी एलिजिबिल ट्रांज़ेकशन्स भी सूचीबद्ध होती हैं।\n\nकन्वर्ट पर क्लिक करें, उपयुक्त अवधि चुनें और ईएमआई में बदलने की पुष्टि करें।",
How will EMI(s) be charged in my statement?,"The EMI(s) will be a part of the Minimum Amount Due (MAD), which must be paid by the Due Date. \n\nNote: Non-repayment can lead to the levy of late payment charges, interest and negatively impact your credit score .\n\nAim to pay the Total Amount Due (TAD) whenever possible for a smoother financial journey! ",
मेरे स्टेटमेंट में ईएमआई कैसे चार्ज की जाएगी?,"ईएमआई मिनिमम अमाउंट ड्यू (MAD) का हिस्सा होगी, जिसका पेमैंट ड्यू डेट तक करना होगा।\n\nनोट :पेमेंट न करने पर लेट पेमेंट चार्जेस लगाए जा सकते हैं और यह आपके क्रेडिट स्कोर को प्रभावित कर सकता है। \nहमेशा टोटल अमाउंट ड्यू (TAD) का पेमैंट करने का प्रयास करें। ",
I am unable to convert an eligible transaction to EMI.,"After your transactions are settled, you will have the option to convert eligible ones into EMI. This convenient feature will be accessible through your EMI dashboard.\nAlso, you can reach out to our CX associates and they'll help you in every way possible!",
मैं एक एलिजिबल ट्रांज़ेकशन को ईएमआई में बदल नहीं पा रही / हा हूं।,"एलिजिबल ट्रांज़ेकशन्स को सेटलमेंट के बाद ईएमआई में बदला जा सकता है। इसका ऑप्शन ईएमआई डैशबोर्ड में उपलब्ध होगा।\n\nचिंता न करें, हमारे CX स्पेशलिस्टों से संपर्क करें और वे आपकी हर तरह से मदद करेंगे। ",
I availed EMI at store but it's not showing in the App.,It can take upto 2-8 working days for EMI availed at the store to reflect in the app. ,
मैंने स्टोर पर ईएमआई का विकल्प लिया था लेकिन यह ऐप में नहीं दिख रहा है।,स्टोर से किए गए ईएमआई को ऐप में दिखने के लिए 2-8 working days लग सकते हैं।,
I got a No Cost EMI offer but I am being charged interest. Why?,"With No Cost EMI, the merchant covers the interest, either through an instant discount or cashback equal to the interest which is credited to your One Credit Card account within 90 days of the purchase. \n\nThis means you only pay the product price and nothing extra, making your shopping experience hassle-free and budget-friendly!",
मुझे नो कॉस्ट ईएमआई का ऑफर मिला था लेकिन अब इस पर ब्याज लगाया जा रहा है। क्यों?,"नो कॉस्ट ईएमआई transaction के लिए, मर्चेंट या तो डिस्काउंट या इंटरेस्ट अमाउंट के कैशबैक के माध्यम से लगाए गए इंटरेस्ट को कम या फिर रिफंड कर देता है वो भी ९० दिनों के अंदर। \n\nइस तरह, इंटरेस्ट का बोझ आप पर नहीं पड़ता है, क्योंकि आप केवल अपने प्रोडक्ट के एग्जैक्ट अमाउंट का पेमैंट ही करते हैं।",
I got a refund for my EMI transaction but my EMI is still going. Why isn't it foreclosed?,"Refunds are adjusted in your outstanding amount unless you choose to receive them in your bank account. \n\nIf you're expecting or have received a refund for the EMI transaction, you can choose to foreclose your EMI.\nThe foreclosure amount will be added to your outstanding amount and will be adjusted with your refund nullifying the transaction. \n\nNote: The first installment, once posted, cannot be removed. ",
मुझे ईएमआई ट्रांज़ेकशन पर रिफ़ंड मिल गया है लेकिन मेरी ईएमआई अभी भी जा रही है। इसे फ़ोरक्लोज़ क्यों नहीं किया जाता?,"रिफंड आपके आउटस्टैंडिंग अमाउंट में एडजस्ट किए जाते हैं जब तक कि आप उन्हें अपने बैंक खाते में लेने के लिए नहीं कहते l\n\nयदि आपको रिफ़ंड की उम्मीद है, या आपको ईएमआई transaction के लिए रिफ़ंड मिल चुका है, तो आप अपनी EMI को फॉरक्लोज़ कर सकते हैं।\n\nयह आपके आउटस्टैंडिंग अमाउंट में जोड़ा जाएगा और रिफंड के साथ एडजस्ट किया जाएगा।\n\nनोट: पहली किस्त, एक बार पोस्ट होने पर, हटाई नहीं जा सकती है।",
I got refund for transaction which is converted to EMI.,Refunds are considered as instant credits to your One Credit Card balance. You have the flexibily to continue your EMI or you can foreclose it by paying foreclosure fees. ,
जिस ट्रांज़ेकशन को ईएमआई में बदला है मुझे उसका रिफ़ंड मिल गया है।,रिफ़ंड्स को वनकार्ड बैलेंस में तत्काल क्रेडिट के रूप में माना जाता है।\n\nआप अपनी ईएमआई जारी रख सकते हैं या फ़ोरक्लोज़र फ़ीस पे करके इसे समय से पहले बंद कर सकते हैं। ,
I had a cashback offer but I have not received it yet. Why?,"When you use cashback offers, One Credit Card collects the cashback from the merchant and sends it to you!\n\nThis process typically takes 60-90 days. If you haven't received your cashback after 90 days, feel free to contact our Customer Experience team for assistance! ",
मेरे पास कैशबैक ऑफर था लेकिन मुझे वो अभी तक मिला नहीं। क्यों?,जब आपको कैशबैक ऑफर दिया जाता है तो OneCard मर्चेंट से उस धन को जमा करके आपको ट्रांस्फ़र करता है। इसमें 60-90 दिनों के बीच का समय लग जाता है।\n\nयदि 90 दिनों के बाद भी आपको अपना कैशबैक नहीं मिलता है तो हमारे CX सहयोगियों से संपर्क करें। ,
I want to convert my bill to EMI,"One Credit Card offers an EMI on bill feature to our eligible customers, depending on our internal policies like ongoing EMIs, minimum amount due, etc. \n\nOther conditions would be:\n\n1. Outstanding amount should be atleast Rs.2500 or more.\n\n2. Bill needs to generated.\n\n3. There should not be any existing balance EMI.\n\nVisit EMI Dashboard to check your eligibility for the same. ",
मैं अपने बिल को ईएमआई में बदलना चाहती / ता हूं।,Onecard एलिजिबिल ग्राहकों के लिए इंटरनल पॉलिसी के आधार पर 'बिल on EMI' सुविधा प्रदान करता है। \n\nशर्तें शामिल हैं:\n\n1.आउटस्टैंडिंग अमाउंट ₹ 2500 या उससे ज्यादा होनी चाहिए।\n2.एक बिल जनरेट होना चाहिए।\n3.कोई मौजूदा बैलेंस EMI नहीं होना चाहिए।\n\nअपनी एलिजिबिलिटी की जाँच करने के लिए EMI Dashboard पर जाएं। ,
What fees and charges are applicable on converting a purchase to EMI?,"When converting any purchase into EMI, processing fees, interest fees, and foreclosure fees(only in case of EMI foreclosure) are applicable.\n\nThe processing fee is 1% of the transaction amount or minimum ₹99, whichever is higher, plus applicable GST.\n\nEMI interest rates range between 12-24%, depending on factors such as your credit usage, our risk policy, and many other factors.\n\nThe foreclosure fee which is only charged in the case of EMI foreclosure is 3% of the remaining principal amount or minimum ₹99, plus applicable GST. ",
